timestamp, input, theta, theta_dot, pos, vel
178937, 0.0, 1.811996579170227, 7.538790669059381e-06, 0.0, 0.0
180473, 0.0, 2.336638947739758e-90, 8.91606e-319, 1.8119970560073853, -1.5099322808964644e-05
180473, 0.0, 2.336638947739758e-90, 8.91606e-319, 1.8119970560073853, -1.5099322808964644e-05
180473, 0.0, 2.336638947739758e-90, 8.91606e-319, 1.8119970560073853, -1.5099322808964644e-05
180473, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180483, 0.0, 1.8119970560073853, -1.509987487224862e-05, 0.0, 0.0
180493, 0.0, 1.8119970560073853, -1.5100101336429361e-05, 0.0, 0.0
180503, 0.0, 1.8119970560073853, -1.5100195014383644e-05, 0.0, 0.0
180513, 0.0, 1.8119970560073853, -1.5097499272087589e-05, 0.0, 0.0
180524, 0.0, 1.8119970560073853, -1.5097499272087589e-05, 0.0, 0.0
180536, 0.0, 1.8119962215423584, -2.180243427574169e-05, 0.0, 0.0
180547, 0.0, 1.8119962215423584, -1.705292561382521e-05, 0.0, 0.0
180558, 0.0, 1.8119962215423584, -1.51797376020113e-05, 0.0, 0.0
180570, 0.0, 1.8119962215423584, -1.442000393581111e-05, 0.0, 0.0
180582, 0.0, 1.8119962215423584, -1.4113009456195869e-05, 0.0, 0.0
180594, 0.0, 1.8119962215423584, -1.3976292393635958e-05, 0.0, 0.0
180604, 0.0, 1.8119962215423584, -1.3924938684795052e-05, 0.0, 0.0
180614, 0.0, 1.8119962215423584, -1.3900345948059112e-05, 0.0, 0.0
180627, 0.0, 1.8119962215423584, -1.3900157682655845e-05, 0.0, 0.0
180637, 0.0, 1.8119962215423584, -1.338402034889441e-05, 0.0, 0.0
180647, 0.0, 1.8119962215423584, -1.3666371160070412e-05, 0.0, 0.0
180657, 0.0, 1.8119962215423584, -1.3801139175484423e-05, 0.0, 0.0
180667, 0.0, 1.8119962215423584, -1.385634095640853e-05, 0.0, 0.0
180677, 0.0, 1.8119962215423584, -1.3874759133614134e-05, 0.0, 0.0
180687, 0.0, 1.8119962215423584, -1.3885028238291852e-05, 0.0, 0.0
180697, 0.0, 1.8119962215423584, -1.3890701666241512e-05, 0.0, 0.0
180707, 0.0, 1.8119962215423584, -1.3889063666283619e-05, 0.0, 0.0
180717, 0.0, 1.8119962215423584, -1.3889063666283619e-05, 0.0, 0.0
180727, 0.0, 1.8119962215423584, -1.3889063666283619e-05, 0.0, 0.0
180737, 0.0, 1.8119983673095703, 1.3815456441079732e-05, 0.0, 0.0
180747, 0.0, 1.8119983673095703, 6.434893748519244e-06, 0.0, 0.0
180757, 0.0, 1.8119983673095703, 3.4183458410552703e-06, 0.0, 0.0
180767, 0.0, 1.8119983673095703, 2.1825142084708204e-06, 0.0, 0.0
180777, 0.0, 1.8119983673095703, 1.6748139159972197e-06, 0.0, 0.0
180787, 0.0, 1.8119983673095703, 1.4663755791843869e-06, 0.0, 0.0
180797, 0.0, 1.8119983673095703, 1.3826510212311405e-06, 0.0, 0.0
180807, 0.0, 1.8119983673095703, 1.3140804639988346e-06, 0.0, 0.0
