"input","theta","theta_dot","pos","vel"
"0.98977638988926","-0.0296966610939","-0.19796661093896","-0.29601","-1.9701"
"2.72858429142178","-0.04860427760605","-0.18907616512154","-0.4812511137401","-1.85241113740096"
"4.17952982150899","-0.06509656366722","-0.16492286061175","-0.63762683185772","-1.5637571811762"
"5.24773429050625","-0.07792672110903","-0.12830157441801","-0.75106144756122","-1.13434615703505"
"5.87295535746392","-0.08620513712322","-0.08278416014198","-0.81140914763168","-0.60347700070458"
"6.03163850738496","-0.08944431262015","-0.03239175496923","-0.81301111266254","-0.0160196503086"
"5.73649156702272","-0.08757116086837","0.0187315175178","-0.75488383681998","0.5812727584256"
"5.03381213577638","-0.08090877161003","0.06662389258341","-0.64054656722232","1.14337269597659"
"3.99865394621156","-0.07013075568127","0.10778015928754","-0.47751793017645","1.63028637045868"
"2.72795393659158","-0.05619212822738","0.13938627453889","-0.27653290543355","2.00985024742904"
"1.33199572892186","-0.04024192047215","0.15950207755233","-0.05055098696582","2.25981918467732"
"-0.07506389953312","-0.02352432664992","0.16717593822228","0.18635787003356","2.36908856999381"
"-1.38462508374318","-0.00727664630178","0.16247680348142","0.42015450585757","2.33796635824009"
"-2.50203685622718","0.00736714526334","0.14643791565115","0.63790538699429","2.17750881136712"
"-3.35318959488053","0.01945909797552","0.12091952712186","0.82870859444298","1.90803207448695"
"-3.88890792759747","0.02830007483393","0.08840976858406","0.98440719282787","1.55698598384891"
"-4.08707555171067","0.03347897551244","0.0517890067851","1.1000486167457","1.15641423917827"
"-3.95262541607424","0.03488723348035","0.01408257967908","1.17407157846241","0.74022961716713"
"-3.51560289954959","0.03270944341496","-0.02177790065382","1.20822331894282","0.34151740480411"
"-2.82752978669426","0.02739246029224","-0.05316983122727","1.20722907331289","-0.00994245629934"
"-1.95634266869051","0.01959644221906","-0.07796018073181","1.17825222525098","-0.28976848061908"
"-0.98028169425466","0.01013228346059","-0.09464158758467","1.13019735324966","-0.48054872001325"
"0.0834559629466","-0.0001092607318","-0.10241544192393","1.07291824119522","-0.57279112054433"
"1.16293559897126","-0.01016682920875","-0.10057568476944","1.01703813429451","-0.55880106900717"
"2.3165564264602","-0.01907131278706","-0.0890448357831","0.97322989089261","-0.43808243401894"
"3.23492969669689","-0.0257789851801","-0.06707672393046","0.95279363854669","-0.20436252345919"
"3.85587106460014","-0.02946839973475","-0.03689414554646","0.96458755272153","0.11793914174839"
"4.25137241937657","-0.02959141785336","-0.00123018118611","1.01443665129417","0.49849098572632"
"4.28107808525134","-0.02579353665971","0.03797881193656","1.1058758458329","0.91439194538734"
"3.78565030897019","-0.01804725324148","0.07746283418228","1.23878332147023","1.32907475637335"
"2.77888834498405","-0.00680651277389","0.1124074046759","1.40783966041","1.69056338939766"
"1.47053959108521","0.0070067523625","0.13813265136388","1.60271643057571","1.94876770165711"
"0.0526883371999","0.02220573162753","0.15198979265027","1.81020277499151","2.07486344415797"
"-1.37720751021035","0.03752051181598","0.15314780188452","2.01613587050143","2.05933095509918"
"-2.57372320647086","0.05168397833551","0.1416346651953","2.20637528070516","1.90239410203737"
"-3.59413550745794","0.06366295277911","0.11978974443598","2.3692324370628","1.62857156357638"
"-4.30035825619745","0.07258902218564","0.08926069406535","2.49487908033303","1.25646643270228"
"-4.61336828010952","0.07788404603537","0.05295023849725","2.5766957104342","0.81816630101171"
"-4.62163561111651","0.07932836788449","0.01444321849124","2.61202182826127","0.35326117827075"
"-4.29445543713507","0.07696683762539","-0.02361530259101","2.60124049236002","-0.10781335901249"
"-3.69692579900969","0.07113675475706","-0.05830082868329","2.54805186099015","-0.53188631369874"
"-2.84466612133242","0.06240456327248","-0.0873219148458","2.45879555052378","-0.89256310466371"
"-1.79771599130986","0.0515546296905","-0.10849933581984","2.34226960856088","-1.16525941962899"
"-0.73783885454158","0.03953629289552","-0.12018336794981","2.20911153770364","-1.33158070857237"
"0.3210541969246","0.02729212232461","-0.12244170570904","2.06998044289502","-1.39131094808626"
"1.27387189582695","0.01575314420602","-0.11538978118591","1.93541909558403","-1.34561347310987"
"2.03174842004068","0.0057435191998","-0.10009625006219","1.81481469351484","-1.2060440206919"
"2.72210606462653","-0.00209883161954","-0.07842350819345","1.71553064482475","-0.99284048690095"
"3.02345924783526","-0.00718826349016","-0.0508943187062","1.64418828666135","-0.71342358163392"
"3.24661704650258","-0.00930346481302","-0.02115201322861","1.60349159863316","-0.40696688028189"
"3.1889412636927","-0.00827385536165","0.01029609451371","1.59534338624563","-0.08148212387531"
"2.95509258701139","-0.00417795215286","0.04095903208796","1.61884717449254","0.23503788246902"
"2.56320076394197","0.00276193241648","0.06939884569336","1.67137134146838","0.52524166975846"
"2.34427057624426","0.01219680079513","0.09434868378653","1.74874595433749","0.77374612869113"
"1.16788361576479","0.02397642690993","0.11779626114802","1.84855509978273","0.9980914544524"
"0.16833361611172","0.03702696357675","0.13050536666812","1.95892820156959","1.10373101786859"
"-0.84622584078475","0.05047305093579","0.13446087359045","2.06986407513809","1.10935873568496"
"-1.8405278086034","0.06343796184716","0.12964910911371","2.17131295414713","1.01448879009042"
"-2.86542056993553","0.07507045632811","0.11632494480949","2.25352611906091","0.82213164913778"
"-3.6745192545472","0.08448624131279","0.09415784984684","2.30654948868319","0.53023369622278"
"-4.237782018991","0.09100261588194","0.06516374569145","2.32266488398923","0.16115395306038"
"-4.58648819373153","0.09415837152814","0.03155755646201","2.29666508335419","-0.25999800635033"
"-4.58771262645748","0.09367516562192","-0.00483205906224","2.22551904760757","-0.71146035746625"
